id,shape_type,display_name,category,subcategory,description,source,priority,seo_keywords,canonical_url,is_active,created_at,updated_at,asset_value_usd,token_id,energy_hash,energy_rank,normalized_energy,pattern_discoveries,cross_learn_connections,base_energy,onchain_tx_hash,mint_status,erc20_contract_address
14,sphere,Sphere,basic,Basic Shapes,Sphere - Basic Shapes mathematical visualization,frontend,0.8,"Sphere, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/sphere,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
15,cube,Cube,basic,Basic Shapes,Cube - Basic Shapes mathematical visualization,frontend,0.8,"Cube, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/cube,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
16,cylinder,Cylinder,basic,Basic Shapes,Cylinder - Basic Shapes mathematical visualization,frontend,0.8,"Cylinder, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/cylinder,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
17,cone,Cone,basic,Basic Shapes,Cone - Basic Shapes mathematical visualization,frontend,0.8,"Cone, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/cone,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
18,torus,Torus,basic,Basic Shapes,Torus - Basic Shapes mathematical visualization,frontend,0.8,"Torus, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/torus,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
19,tetrahedron,Tetrahedron,basic,Basic Shapes,Tetrahedron - Basic Shapes mathematical visualization,frontend,0.8,"Tetrahedron, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/tetrahedron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
20,octahedron,Octahedron,basic,Basic Shapes,Octahedron - Basic Shapes mathematical visualization,frontend,0.8,"Octahedron, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/octahedron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
21,icosahedron,Icosahedron,basic,Basic Shapes,Icosahedron - Basic Shapes mathematical visualization,frontend,0.8,"Icosahedron, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/icosahedron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
22,dodecahedron,Dodecahedron,basic,Basic Shapes,Dodecahedron - Basic Shapes mathematical visualization,frontend,0.8,"Dodecahedron, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/dodecahedron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
23,square,Square,basic,Basic Shapes,Square - Basic Shapes mathematical visualization,frontend,0.8,"Square, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/square,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
24,circle,Circle,basic,Basic Shapes,Circle - Basic Shapes mathematical visualization,frontend,0.8,"Circle, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/circle,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
26,rectangle,Rectangle,basic,Basic Shapes,Rectangle - Basic Shapes mathematical visualization,frontend,0.8,"Rectangle, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/rectangle,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
28,hexagon,Hexagon,basic,Basic Shapes,Hexagon - Basic Shapes mathematical visualization,frontend,0.8,"Hexagon, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/hexagon,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
30,star_3d,Star 3d,basic,Basic Shapes,Star 3d - Basic Shapes mathematical visualization,frontend,0.8,"Star 3d, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/star_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
32,heart_shape,Heart Shape,basic,Basic Shapes,Heart Shape - Basic Shapes mathematical visualization,frontend,0.8,"Heart Shape, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/heart_shape,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
34,square_prism,Square Prism,basic,Basic Shapes,Square Prism - Basic Shapes mathematical visualization,frontend,0.8,"Square Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/square_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
36,hexagonal_prism,Hexagonal Prism,basic,Basic Shapes,Hexagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Hexagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/hexagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
29,oval,Oval,basic,Basic Shapes,Oval - Basic Shapes mathematical visualization,frontend,0.8,"Oval, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/oval,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
38,octagonal_prism,Octagonal Prism,basic,Basic Shapes,Octagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Octagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/octagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
40,decagonal_prism,Decagonal Prism,basic,Basic Shapes,Decagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Decagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/decagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
42,dodecagonal_prism,Dodecagonal Prism,basic,Basic Shapes,Dodecagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Dodecagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/dodecagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
44,trefoil_knot,Trefoil Knot,topology,Topology & Knots,Trefoil Knot - Topology & Knots mathematical visualization,frontend,0.8,"Trefoil Knot, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/trefoil_knot,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
46,mobius_strip,Mobius Strip,topology,Topology & Knots,Mobius Strip - Topology & Knots mathematical visualization,frontend,0.8,"Mobius Strip, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/mobius_strip,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
48,boy_surface,Boy Surface,topology,Topology & Knots,Boy Surface - Topology & Knots mathematical visualization,frontend,0.8,"Boy Surface, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/boy_surface,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
50,genus3_surface,Genus3 Surface,topology,Topology & Knots,Genus3 Surface - Topology & Knots mathematical visualization,frontend,0.8,"Genus3 Surface, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/genus3_surface,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
52,homotopy_deformation,Homotopy Deformation,topology,Topology & Knots,Homotopy Deformation - Topology & Knots mathematical visualization,frontend,0.8,"Homotopy Deformation, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/homotopy_deformation,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
54,torus_knot_2_3,Torus Knot 2 3,topology,Topology & Knots,Torus Knot 2 3 - Topology & Knots mathematical visualization,frontend,0.8,"Torus Knot 2 3, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/torus_knot_2_3,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
56,borromean_rings,Borromean Rings,topology,Topology & Knots,Borromean Rings - Topology & Knots mathematical visualization,frontend,0.8,"Borromean Rings, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/borromean_rings,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
58,whitehead_link,Whitehead Link,topology,Topology & Knots,Whitehead Link - Topology & Knots mathematical visualization,frontend,0.8,"Whitehead Link, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/whitehead_link,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
60,solomon_knot,Solomon Knot,topology,Topology & Knots,Solomon Knot - Topology & Knots mathematical visualization,frontend,0.8,"Solomon Knot, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/solomon_knot,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
62,celtic_knot,Celtic Knot,topology,Topology & Knots,Celtic Knot - Topology & Knots mathematical visualization,frontend,0.8,"Celtic Knot, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/celtic_knot,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
64,julia_3d,Julia 3d,fractals,Fractals,Julia 3d - Fractals mathematical visualization,frontend,0.8,"Julia 3d, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/julia_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
66,menger_sponge,Menger Sponge,fractals,Fractals,Menger Sponge - Fractals mathematical visualization,frontend,0.8,"Menger Sponge, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/menger_sponge,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
68,dragon_curve_3d,Dragon Curve 3d,fractals,Fractals,Dragon Curve 3d - Fractals mathematical visualization,frontend,0.8,"Dragon Curve 3d, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/dragon_curve_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
70,peano_curve_3d,Peano Curve 3d,fractals,Fractals,Peano Curve 3d - Fractals mathematical visualization,frontend,0.8,"Peano Curve 3d, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/peano_curve_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
72,barnsley_fern_3d,Barnsley Fern 3d,fractals,Fractals,Barnsley Fern 3d - Fractals mathematical visualization,frontend,0.8,"Barnsley Fern 3d, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/barnsley_fern_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
25,triangle,Triangle,basic,Basic Shapes,Triangle - Basic Shapes mathematical visualization,frontend,0.8,"Triangle, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/triangle,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
27,pentagon,Pentagon,basic,Basic Shapes,Pentagon - Basic Shapes mathematical visualization,frontend,0.8,"Pentagon, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/pentagon,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
31,diamond,Diamond,basic,Basic Shapes,Diamond - Basic Shapes mathematical visualization,frontend,0.8,"Diamond, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/diamond,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
33,triangular_prism,Triangular Prism,basic,Basic Shapes,Triangular Prism - Basic Shapes mathematical visualization,frontend,0.8,"Triangular Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/triangular_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
35,pentagonal_prism,Pentagonal Prism,basic,Basic Shapes,Pentagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Pentagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/pentagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
37,heptagonal_prism,Heptagonal Prism,basic,Basic Shapes,Heptagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Heptagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/heptagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
39,nonagonal_prism,Nonagonal Prism,basic,Basic Shapes,Nonagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Nonagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/nonagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
41,hendecagonal_prism,Hendecagonal Prism,basic,Basic Shapes,Hendecagonal Prism - Basic Shapes mathematical visualization,frontend,0.8,"Hendecagonal Prism, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/hendecagonal_prism,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
43,klein_bottle,Klein Bottle,topology,Topology & Knots,Klein Bottle - Topology & Knots mathematical visualization,frontend,0.8,"Klein Bottle, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/klein_bottle,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
45,figure8_knot,Figure8 Knot,topology,Topology & Knots,Figure8 Knot - Topology & Knots mathematical visualization,frontend,0.8,"Figure8 Knot, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/figure8_knot,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
47,cross_cap,Cross Cap,topology,Topology & Knots,Cross Cap - Topology & Knots mathematical visualization,frontend,0.8,"Cross Cap, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/cross_cap,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
49,genus2_surface,Genus2 Surface,topology,Topology & Knots,Genus2 Surface - Topology & Knots mathematical visualization,frontend,0.8,"Genus2 Surface, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/genus2_surface,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
51,fiber_bundle,Fiber Bundle,topology,Topology & Knots,Fiber Bundle - Topology & Knots mathematical visualization,frontend,0.8,"Fiber Bundle, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/fiber_bundle,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
53,seifert_surface,Seifert Surface,topology,Topology & Knots,Seifert Surface - Topology & Knots mathematical visualization,frontend,0.8,"Seifert Surface, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/seifert_surface,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
55,torus_knot_3_5,Torus Knot 3 5,topology,Topology & Knots,Torus Knot 3 5 - Topology & Knots mathematical visualization,frontend,0.8,"Torus Knot 3 5, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/torus_knot_3_5,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
57,hopf_link,Hopf Link,topology,Topology & Knots,Hopf Link - Topology & Knots mathematical visualization,frontend,0.8,"Hopf Link, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/hopf_link,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
59,chinese_button_knot,Chinese Button Knot,topology,Topology & Knots,Chinese Button Knot - Topology & Knots mathematical visualization,frontend,0.8,"Chinese Button Knot, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/chinese_button_knot,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
61,endless_knot,Endless Knot,topology,Topology & Knots,Endless Knot - Topology & Knots mathematical visualization,frontend,0.8,"Endless Knot, Topology & Knots, mathematical visualization, 3D geometry, parametric surface",/shape/endless_knot,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
63,mandelbrot_3d,Mandelbrot 3d,fractals,Fractals,Mandelbrot 3d - Fractals mathematical visualization,frontend,0.8,"Mandelbrot 3d, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/mandelbrot_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
65,sierpinski_tetrahedron,Sierpinski Tetrahedron,fractals,Fractals,Sierpinski Tetrahedron - Fractals mathematical visualization,frontend,0.8,"Sierpinski Tetrahedron, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/sierpinski_tetrahedron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
67,koch_snowflake_3d,Koch Snowflake 3d,fractals,Fractals,Koch Snowflake 3d - Fractals mathematical visualization,frontend,0.8,"Koch Snowflake 3d, Fractals, mathematical visualization, 3D geometry, parametric surface",/shape/koch_snowflake_3d,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
